partnership,ghgrp_id,frs_id,primary_naics,oris,longitude_wgs84,latitude_wgs84,source_name,operator,address,city,state_prov_name,state_prov_abbrv,state_location,source_type,source_type_common,epa_ind_subpart,epa_sector,fuel,co2_tonne,co2_bio,year,data_source,comments,featid
SWP,1002972,1.10E+11,486210,,-97.50307371,34.43340602,NATURAL GAS PIPELINE COMPANY OF AMERICA STATION 801,,7212 CARGO RD,RATLIFF CITY,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,29167,,2013,U.S. EPA GHG Reporting Program,,4212
SWP,1011005,1.10E+11,486210,,-100.8839,36.5567,"NATURAL GAS PIPELINE COMPANY OF AMERICA, L.L.C. STATION 102, BALKO OK",,,BALKO,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,26486,,2013,U.S. EPA GHG Reporting Program,,4213
SWP,1010576,1.10E+11,325188,,-107.8015006,39.58245623,NATURAL SODA,,3200 CR31,RIFLE,COLORADO,CO,,,REFINERIES/CHEMICAL,C,Chemicals,,31869,,2013,U.S. EPA GHG Reporting Program,,4214
SWP,1006206,1.10E+11,111419,,-110.0449765,32.4229311,NATURESWEET USA LLC. - WILLCOX FACILITY,,26050 S NATURESWEET AVENUE,WILLCOX,ARIZONA,AZ,,,AG PROCESSING,C,Other,,74011,,2013,U.S. EPA GHG Reporting Program,,4215
PCOR,1003239,1.10E+11,325211,,-96.0793333,41.5203333,NATUREWORKS LLC,,650 INDUSTRIAL PARK DR.,BLAIR,NEBRASKA,NE,,,REFINERIES/CHEMICAL,C,Other,,0,,2013,U.S. EPA GHG Reporting Program,,4216
BSCSP,1000991,1.10E+11,221112,,-110.5971512,41.75874358,NAUGHTON,,HWY 189 7 MILES SW KEMMERER,KEMMERER,WYOMING,WY,,,ELECTRICITY,D,Power Plants,,5594316,,2013,U.S. EPA GHG Reporting Program,,4217
SWP,1000999,1.10E+11,221112,,-111.3893888,36.90479619,NAVAJO GENERATING STATION,,,PAGE,ARIZONA,AZ,,,ELECTRICITY,"C,D",Power Plants,,16165262,,2013,U.S. EPA GHG Reporting Program,,4218
BSCSP,1001816,1.10E+11,488310,,-122.6488965,47.55805914,NAVAL BASE KITSAP BREMERTON,,120 SOUTH DEWEY STREET,BREMERTON,WASHINGTON,WA,,,UNCLASSIFIED,C,Other,,46501,,2013,U.S. EPA GHG Reporting Program,,4219
WESTCARB,1003756,1.10E+11,928110,,-117.1451818,32.72334479,NAVAL MEDICAL CENTER SAN DIEGO,,34800 BOB WILSON DRIVE,SAN DIEGO,CALIFORNIA,CA,,,UNCLASSIFIED,C,Other,,25342,,2013,U.S. EPA GHG Reporting Program,,4220
NATCARB,1002311,1.10E+11,928110,,-72.08808072,41.39565844,NAVAL SUBMARINE BASE NEW LONDON,,,GROTON,CONNECTICUT,CT,,,UNCLASSIFIED,C,Other,,32959,,2013,U.S. EPA GHG Reporting Program,,4221
MRCSP,1000756,1.10E+11,928110,,-77.09441118,39.00080579,NAVAL SUPPORT ACTIVITY BETHESDA,,8901 WISCONSIN AVENUE,BETHESDA,MARYLAND,MD,,,UNCLASSIFIED,C,Other,,34301,,2013,U.S. EPA GHG Reporting Program,,4222
SWP,1007019,1.10E+11,221112,,-94.69672536,39.17097366,NEARMAN CREEK,,4240 NORTH 55TH STTREET,KANSAS CITY,KANSAS,KS,,,ELECTRICITY,"C,D",Power Plants,,1597922,,2013,U.S. EPA GHG Reporting Program,,4223
MRCSP,1009879,1.10E+11,336330,,-84.65877455,39.73958763,"NEATON AUTO PRODUCTS MANUFACTURING, INC.",,975 SOUTH FRANKLIN STREET,EATON,OHIO,OH,,,INDUSTRIAL,"C,T",Metals,,1310,,2013,U.S. EPA GHG Reporting Program,,4224
SWP,1000444,1.10E+11,221112,,-111.7305831,40.06126787,NEBO POWER STATION,,1265 BAMBERGER ROAD,PAYSON,UTAH,UT,,,ELECTRICITY,D,Power Plants,,161244,,2013,U.S. EPA GHG Reporting Program,,4225
PCOR,1001026,1.10E+11,221112,,-95.844786,40.675111,NEBRASKA CITY STATION,,7264 L ROAD,NEBRASKA CITY,NEBRASKA,NE,,,ELECTRICITY,"C,D",Power Plants,,9266096,,2013,U.S. EPA GHG Reporting Program,,4226
PCOR,1004039,1.10E+11,325193,,-100.1618,40.279,"NEBRASKA CORN PROCESSING, LLC",,107 POTTER STREET,CAMBRIDGE,NEBRASKA,NE,,,ETHANOL,C,Other,,49901,,2013,U.S. EPA GHG Reporting Program,,4227
PCOR,1001332,1.10E+11,221112,,-88.5055,44.1934,NEENAH ENERGY FACILITY,,200 COUNTY ROAD CB,NEENAH,WISCONSIN,WI,,,ELECTRICITY,"C,D",Power Plants,,48312,,2013,U.S. EPA GHG Reporting Program,,4228
BSCSP,1000598,1.10E+11,221112,,-105.387389,44.286979,NEIL SIMPSON,,13151 HIGHWAY 51,GILLETTE,WYOMING,WY,,,ELECTRICITY,C,Power Plants,,290733,,2013,U.S. EPA GHG Reporting Program,,4229
BSCSP,1001125,1.10E+11,221112,,-105.383726,44.285364,NEIL SIMPSON II,,13151 HIGHWAY 51,GILLETTE,WYOMING,WY,,,ELECTRICITY,"C,D",Power Plants,,810107,,2013,U.S. EPA GHG Reporting Program,,4230
BSCSP,1000827,1.10E+11,221112,,-105.384005,44.285947,NEIL SIMPSON II (CT2),,13151 HIGHWAY 51,GILLETTE,WYOMING,WY,,,ELECTRICITY,"C,D",Power Plants,,8239,,2013,U.S. EPA GHG Reporting Program,,4231
PCOR,1000984,1.10E+11,221112,,-91.008457,42.722804,NELSON DEWEY,,11999 COUNTY HIGHWAY VV,CASSVILLE,WISCONSIN,WI,,,ELECTRICITY,D,Power Plants,,1352582,2906,2013,U.S. EPA GHG Reporting Program,,4232
SECARB,1011256,1.10E+11,562212,,-98.667861,29.32697,NELSON GARDENS LANDFILL,,8963 NELSON ROAD,SAN ANTONIO,TEXAS,TX,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,4233
SECARB,1000513,1.10E+11,221112,,-93.29317597,30.28522811,NELSON INDUSTRIAL STEAM COMPANY,,3500 HOUSTON RIVER ROAD,WESTLAKE,LOUISIANA,LA,,,ELECTRICITY,"C,D",Power Plants,,1809772,,2013,U.S. EPA GHG Reporting Program,,4234
MRCSP,1006970,1.10E+11,311511,,-85.68181488,40.05757764,NESTLE USA INC. - ANDERSON,,4301 W. 73RD STREET,ANDERSON,INDIANA,IN,,,AG PROCESSING,C,Other,,50340,,2013,U.S. EPA GHG Reporting Program,,4235
MRCSP,1000884,1.10E+11,221112,,-80.36844504,40.937483,NEW CASTLE,,2189 ST RT 168 SOUTH,WEST PITTSBURG,PENNSYLVANIA,PA,,,ELECTRICITY,"C,D",Power Plants,,414767,,2013,U.S. EPA GHG Reporting Program,,4236
MRCSP,1001406,1.10E+11,221112,,-86.29316162,42.32245726,NEW COVERT GENERATING PROJECT,,26000 77TH ST,COVERT,MICHIGAN,MI,,,ELECTRICITY,"C,D",Power Plants,,712095,,2013,U.S. EPA GHG Reporting Program,,4237
SECARB,1001234,1.10E+11,221112,,-95.92812703,29.25467508,NEW GULF POWER FACILITY,,206 VAT ROAD #A,BOLING,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,2522,,2013,U.S. EPA GHG Reporting Program,,4238
WESTCARB,1000100,1.10E+11,221112,,-113.1127465,33.47555713,"NEW HARQUAHALA GENERATING COMPANY, LLC",,2530 NORTH 491 AVE,TONOPAH,ARIZONA,AZ,,,ELECTRICITY,D,Power Plants,,654691,,2013,U.S. EPA GHG Reporting Program,,4239
NATCARB,1005996,1.10E+11,221112,,-72.90454698,41.28399439,NEW HAVEN HARBOR,,600 CONNECTICUT AVENUE,NEW HAVEN,CONNECTICUT,CT,,,ELECTRICITY,"C,D",Power Plants,,97091,,2013,U.S. EPA GHG Reporting Program,,4240
PCOR,1000715,1.10E+11,221112,,-89.564,36.516,NEW MADRID POWER PLANT,,41 ST JUDE INDUSTRIAL PARK,NEW MADRID,MISSOURI,MO,,,ELECTRICITY,"C,D",Power Plants,,7351626,,2013,U.S. EPA GHG Reporting Program,,4241
SECARB,1003927,1.10E+11,213112,,-92.20988538,35.34829944,NEW QUITMAN CPF-1,,150 BUFFALO ROAD,QUITMAN,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,35466,,2013,U.S. EPA GHG Reporting Program,,4242
SECARB,1001777,1.10E+11,211111,,-86.01220435,29.16350535,"NEPTUNE SPAR, VIOSCA KNOLL 826 PLATFORM",,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,24684,,2013,U.S. EPA GHG Reporting Program,,4243
SECARB,1007288,1.10E+11,211111,,-89.92920538,27.37250483,"NEPTUNE, GC-613",,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,53504,,2013,U.S. EPA GHG Reporting Program,,4244
SECARB,1005069,1.10E+11,211111,,-91.44489588,29.73461532,NEPTUNE GAS PLANT,,120 TRUCKLINE ROAD,CENTERVILLE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,156015,,2013,U.S. EPA GHG Reporting Program,,4245
SECARB,1003928,1.10E+11,213112,,-92.18433538,35.41469545,NEW QUITMAN CPF-2,,#28 PUMPKIN CENTER CIRCLE,QUITMAN,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,24004,,2013,U.S. EPA GHG Reporting Program,,4246
SECARB,1009509,1.10E+11,213112,,-92.20190638,35.40667645,NEW QUITMAN CPF-3,,5100 HEBER SPRINGS ROAD WEST,QUITMAN,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,41095,,2013,U.S. EPA GHG Reporting Program,,4247
MRCSP,1009604,1.10E+11,622110,,-73.94113129,40.83823827,NEW YORK PRESBYTERIAN HOSPITAL,,622 WEST 168TH STREET,NEW YORK,NEW YORK,NY,,,UNCLASSIFIED,C,Other,,17524,,2013,U.S. EPA GHG Reporting Program,,4248
MRCSP,1009696,1.10E+11,622110,,-73.96652129,40.77135825,NEW YORK PRESBYTERIAN HOSPITAL- 525 E 68TH ST,,525 E 68TH STREET,NEW YORK,NEW YORK,NY,,,UNCLASSIFIED,C,Other,,99593,,2013,U.S. EPA GHG Reporting Program,,4249
WESTCARB,1005938,1.10E+11,322130,,-117.539342,34.04807493,"NEW-INDY ONTARIO, LLC",,5100 JURUPA ST,ONTARIO,CALIFORNIA,CA,,,INDUSTRIAL,C,Pulp and Paper,,241922,,2013,U.S. EPA GHG Reporting Program,,4250
WESTCARB,1006048,1.10E+11,322121,,-119.1839713,34.14398785,NEW-INDY OXNARD LLC,,5936 PERKINS ROAD,OXNARD,CALIFORNIA,CA,,,INDUSTRIAL,C,Pulp and Paper,,121964,,2013,U.S. EPA GHG Reporting Program,,4251
MRCSP,1001239,1.10E+11,221112,,-74.12588304,40.71228058,NEWARK BAY COGEN,,414 462 AVE P,NEWARK,NEW JERSEY,NJ,,,ELECTRICITY,"C,D",Power Plants,,173869,,2013,U.S. EPA GHG Reporting Program,,4252
NATCARB,1001181,1.10E+11,221112,,-70.79272139,43.0949128,NEWINGTON,,165 GOSLING RD,NEWINGTON,NEW HAMPSHIRE,NH,,,ELECTRICITY,"C,D",Power Plants,,84881,,2013,U.S. EPA GHG Reporting Program,,4253
SWP,1004401,1.10E+11,486210,,-96.11030139,34.84154316,NEWMAN,,,STUART,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,18370,,2013,U.S. EPA GHG Reporting Program,,4254
SWP,1006966,1.10E+11,221112,,-106.4316757,31.98250519,NEWMAN,,4900 STAN ROBERTS ST,EL PASO,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,1577223,,2013,U.S. EPA GHG Reporting Program,,4255
WESTCARB,1010139,1.10E+11,334413,,-117.873812,33.63298486,NEWPORT FAB LLC (DBA TOWERJAZZ),,4321 JAMBOREE ROAD,NEWPORT BEACH,CALIFORNIA,CA,,,INDUSTRIAL,"C,I",Other,,10955,,2013,U.S. EPA GHG Reporting Program,,4256
PCOR,,,,,-100.815739,49.067477,Waskada,,,n/a,MANITOBA,MB,,Natural Gas Processing,PETROLEUM/NATURAL GAS,,,,77716,0,2012,Environment Canada,,7344
BSCSP,1007109,1.10E+11,211111,,-105.9868351,44.01601838,NEWPORT-LAGUNA COMPRESSOR STATION,,,GILLETTE,WYOMING,WY,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,22656,,2013,U.S. EPA GHG Reporting Program,,4257
BSCSP,1006599,1.10E+11,211111,,-104.2547304,43.86146705,NEWCASTLE GAS PLANT,,923 GRIEVES ROAD,NEWCASTLE,WYOMING,WY,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,6065,,2013,U.S. EPA GHG Reporting Program,,4258
MRCSP,1003433,1.10E+11,486210,,-82.19490383,40.0708078,"NEWARK STATION - DOMINION TRANSMISSION, INC",,19042 NASHPORT ROAD SE,NASHPORT,OHIO,OH,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,200,,2013,U.S. EPA GHG Reporting Program,,4259
SECARB,1007591,1.10E+11,562212,,-93.848444,30.342033,NEWTON COUNTY LANDFILL,,2372 COUNTY ROAD 3870,DEWEYVILLE,TEXAS,TX,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,4260
MRCSP,1001235,1.10E+11,221112,,-79.00312107,43.0828355,"NIAGARA GENERATION, LLC",,5300 FRONTIER AVE,NIAGARA FALLS,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,34770,33019,2013,U.S. EPA GHG Reporting Program,,4261
SWP,1000939,1.10E+11,221112,,-101.7469472,35.28341038,NICHOLS STATION,,7201 N LAKESIDE DRIVE,AMARILLO,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,502754,,2013,U.S. EPA GHG Reporting Program,,4262
MRCSP,1011202,1.10E+11,486210,,-80.51936,39.96332,NISOURCE MIDSTREAM-MAJORSVILLE COMPRESSOR STATION,,1900 MAJORSVILLE ROAD,DALLAS,WEST VIRGINIA,WV,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,18448,,2013,U.S. EPA GHG Reporting Program,,4263
WESTCARB,1000541,1.10E+11,221112,,-115.5013716,33.24183494,NILAND GAS TURBINE PLANT,,402 EAST BEAL ROAD,NILAND,CALIFORNIA,CA,,,ELECTRICITY,D,Power Plants,,28598,,2013,U.S. EPA GHG Reporting Program,,4264
MRCSP,1000850,1.10E+11,221112,,-80.74773327,41.16638731,NILES,,1047 BELMONT AVE,NILES,OHIO,OH,,,ELECTRICITY,C,Power Plants,,975,,2013,U.S. EPA GHG Reporting Program,,4265
SECARB,1001606,1.10E+11,221112,,-90.14741399,29.94805837,NINEMILE POINT,,1617 RIVER ROAD,WESTWEGO,LOUISIANA,LA,,,ELECTRICITY,"C,D",Power Plants,,2591022,,2013,U.S. EPA GHG Reporting Program,,4266
MRCSP,1001270,1.10E+11,221112,,-73.12954378,40.91606032,NISSEQUOGUE COGEN,,GYMNASIUM ROAD,STONY BROOK,NEW YORK,NY,,,ELECTRICITY,D,Power Plants,,196519,,2013,U.S. EPA GHG Reporting Program,,4267
SECARB,1010605,1.10E+11,324110,,-97.7621275,29.30198503,NIXON REFINERY,,11372 US HIGHWAY 87 EAST,NIXON,TEXAS,TX,,,REFINERIES/CHEMICAL,"C,Y",Refineries,,57339,,2013,U.S. EPA GHG Reporting Program,,4268
MRCSP,1000415,1.10E+11,325193,,-86.29680218,41.65500845,"NOBLE AMERICAS SOUTH BEND ETHANOL, LLC.",,3201 W CALVERT ST,SOUTH BEND,INDIANA,IN,,,ETHANOL,"C,II,PP","Suppliers of CO2,Waste",,0,,2013,U.S. EPA GHG Reporting Program,,4269
MRCSP,1001542,1.10E+11,221112,,-85.97131304,40.0963213,NOBLESVILLE,,21225 RIVERWOOD AVE,NOBLESVILLE,INDIANA,IN,,,ELECTRICITY,"C,D",Power Plants,,210623,,2013,U.S. EPA GHG Reporting Program,,4270
PCOR,1001141,1.10E+11,221112,,-94.71308747,40.26623719,NODAWAY POWER PLANT,,31491 300TH ST,CONCEPTION JUNCTION,MISSOURI,MO,,,ELECTRICITY,D,Power Plants,,1193,,2013,U.S. EPA GHG Reporting Program,,4271
PCOR,1005534,1.10E+11,331312,,-89.5606,36.5103,NORANDA ALUMINUM,,391 ST. JUDE INDUSTRIAL PARK,NEW MADRID,MISSOURI,MO,,,INDUSTRIAL,"C,F",Metals,,568854,,2013,U.S. EPA GHG Reporting Program,,4272
SECARB,1005070,1.10E+11,211112,,-90.41723661,30.01386431,NORCO FRACTIONATION PLANT,,15608 HIGHWAY 61,NORCO,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,85711,,2013,U.S. EPA GHG Reporting Program,,4273
SECARB,1005911,1.10E+11,324110,,-90.40741537,29.99689837,NORCO MANUFACTURING COMPLEX,,15536 RIVER ROAD,NORCO,LOUISIANA,LA,,,REFINERIES/CHEMICAL,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries",,3498212,,2013,U.S. EPA GHG Reporting Program,,4274
MRCSP,1004562,1.10E+11,562212,,-76.49181,39.28084,NORRIS FARMS LANDFILL,,101 NORRIS LANE,BALTIMORE,MARYLAND,MD,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,4275
MRCSP,1000108,1.10E+11,221112,,-73.95342128,40.71290824,NORTH 1ST,,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,26603,,2013,U.S. EPA GHG Reporting Program,,4276
PCOR,1010509,1.10E+11,211111,,-102.9227,48.6913,NORSE GAS PLANT,,10370 88TH STREET NW,MCGREGOR,NORTH DAKOTA,ND,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,31326,,2013,U.S. EPA GHG Reporting Program,,4277
SWP,1005048,1.10E+11,211111,,-98.7481167,36.8891804,NORTH ALVA COMPRESSOR STATION,,"36.856N, 98.743W",ALVA,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,25655,,2013,U.S. EPA GHG Reporting Program,,4278
MRCSP,1011242,1.10E+11,331111,,-78.933994,40.192646,NORTH AMERICAN HOGANAS,,111 HOGANAS WAY ,HOLLSOPPLE,PENNSYLVANIA,PA,,,INDUSTRIAL,"C,Q",Metals,,26201,,2013,U.S. EPA GHG Reporting Program,,4279
MRCSP,1002977,1.10E+11,331111,,-85.00255847,38.73491252,NORTH AMERICAN STAINLESS,,6870 HIGHWAY 42 EAST,GHENT,KENTUCKY,KY,,,INDUSTRIAL,"C,Q",Metals,,298744,,2013,U.S. EPA GHG Reporting Program,,4280
SECARB,1006167,1.10E+11,486210,,-94.52530679,31.81517565,NORTH APPLEBY COMPRESSOR STATION,,,GARRISON,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,14607,,2013,U.S. EPA GHG Reporting Program,,4281
WESTCARB,1009781,1.10E+11,486210,,-114.5055914,33.61818504,NORTH BAJA EHRENBERG CS,,50650 COLORADO RIVER ROAD,EHRENBERG,ARIZONA,AZ,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,30107,,2013,U.S. EPA GHG Reporting Program,,4282
SWP,1004690,1.10E+11,486210,,-100.2151665,35.43802107,NORTH BRITT,,,WHEELER,TEXAS,TX,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,31846,,2013,U.S. EPA GHG Reporting Program,,4283
MRCSP,1001208,1.10E+11,221112,,-74.344483,40.4389731,"NORTH JERSEY ENERGY ASSOCIATES, A LP",,601 JERNEE MILL ROAD,SAYREVILLE,NEW JERSEY,NJ,,,ELECTRICITY,D,Power Plants,,550936,,2013,U.S. EPA GHG Reporting Program,,4284
SECARB,1004534,1.10E+11,211111,,-92.11485219,32.52319788,NORTH DESOTO CENTRAL FACILITY,,1679 GRAVEL POINT RD.,FRIERSON,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,41158,,2013,U.S. EPA GHG Reporting Program,,4285
SWP,1002447,1.10E+11,211111,,-103.404953,32.67026544,NORTH HOBBS REINJECTION COMPRESSION FACILITY (RCF) AND WEST INJECTION BATTERY (WIB),,1017 WEST STANOLIND ROAD,HOBBS,NEW MEXICO,NM,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,16609,,2013,U.S. EPA GHG Reporting Program,,4286
SECARB,1011281,1.10E+11,211112,,-93.656725,32.217508,NORTH LOUISIANA GAS PLANT,,1716 FRIENDSHIP ROAD,FRIERSON,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,24702,,2013,U.S. EPA GHG Reporting Program,,4287
MRCSP,1007525,1.10E+11,325193,,-85.80788799,40.94195579,"NORTH MANCHESTER ETHANOL, LLC D/B/A POET BIOREFINING",,868 E 800 N,NORTH MANCHESTER,INDIANA,IN,,,ETHANOL,C,Other,,102240,,2013,U.S. EPA GHG Reporting Program,,4288
PCOR,1006069,1.10E+11,221112,,-95.946123,41.329617,NORTH OMAHA STATION,,7475 PERSHING DRIVE,OMAHA,NEBRASKA,NE,,,ELECTRICITY,D,Power Plants,,3592651,,2013,U.S. EPA GHG Reporting Program,,4289
SWP,1005625,1.10E+11,221112,,-97.695255,32.77644,NORTH TEXAS,,602 WEST LAKE DRIVE,WEATHERFORD,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,0,,2013,U.S. EPA GHG Reporting Program,,4290
WESTCARB,1001197,1.10E+11,221112,,-117.1524995,40.88101175,NORTH VALMY,,23755 TREATY HILL ROAD,VALMY,NEVADA,NV,,,ELECTRICITY,"C,D",Power Plants,,2439912,,2013,U.S. EPA GHG Reporting Program,,4291
SECARB,1003929,1.10E+11,213112,,-92.29940742,35.52196347,NORTH YELLOWSTONE CPF-1,,1006 MACON ROAD,HIGDEN,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,34286,,2013,U.S. EPA GHG Reporting Program,,4292
SECARB,1003931,1.10E+11,213112,,-92.36281043,35.49687846,NORTH YELLOWSTONE CPF-2,,579 OLD DUG ROAD,BEE BRANCH,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,46420,,2013,U.S. EPA GHG Reporting Program,,4293
MRCSP,1006645,1.10E+11,221112,,-75.47916177,40.69111919,NORTHAMPTON GENERATING PLANT,,1 HORWITH DRIVE,NORTHAMPTON,PENNSYLVANIA,PA,,,ELECTRICITY,C,Power Plants,,932357,1131,2013,U.S. EPA GHG Reporting Program,,4294
PCOR,1007809,1.10E+11,325193,,-92.3855,39.7482,NORTHEAST MISSOURI GRAIN LLC DBA POET BIOREFINING-MACON,,30211 MAJOR AVE,MACON,MISSOURI,MO,,,ETHANOL,"C,PP","Other,Suppliers of CO2",,28847,,2013,U.S. EPA GHG Reporting Program,,4295
SWP,1000862,1.10E+11,221112,,-95.70065253,36.42615454,NORTHEASTERN,,7300 E. HWY 88,OOLOGAH,OKLAHOMA,OK,,,ELECTRICITY,"C,D",Power Plants,,8077732,,2013,U.S. EPA GHG Reporting Program,,4296
SECARB,1005071,1.10E+11,211112,,-90.02332627,29.28437666,NORTH TERREBONNE GAS PLANT,,449 SHELL E&P COURT,GIBSON,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,313030,,2013,U.S. EPA GHG Reporting Program,,4297
MRCSP,1003642,1.10E+11,221122,,-75.82450197,42.10448844,NEW YORK STATE ELECTRIC AND GAS,,18 LINK DRIVE,BINGHAMTON,NEW YORK,NY,,,PETROLEUM/NATURAL GAS,"C,DD,NN-LDC,W-LDC","Natural Gas and Natural Gas Liquids Suppliers,Other,Petroleum and Natural Gas Systems",,37,,2013,U.S. EPA GHG Reporting Program,,4298
MRCSP,1001233,1.10E+11,221112,,-75.99333838,40.8734392,NORTHEASTERN POWER COMPANY,,RT 309 SOUTH,MCADOO,PENNSYLVANIA,PA,,,ELECTRICITY,"C,D",Power Plants,,617889,,2013,U.S. EPA GHG Reporting Program,,4299
SECARB,1004762,1.10E+11,562212,,-77.62643,37.444543,NORTHERN AREA LANDFILL,,3200 WARBRO ROAD,MIDLOTHIAN,VIRGINIA,VA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,4300
PCOR,1004786,1.10E+11,486210,,-103.508954,47.769054,NORTHERN BORDER PIPELINE ARNEGARD CS#4,,2461 136TH AVE NW,ARNEGARD,NORTH DAKOTA,ND,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,70916,,2013,U.S. EPA GHG Reporting Program,,4301
PCOR,1004906,1.10E+11,486210,,-97.797699,45.067641,NORTHERN BORDER PIPELINE CLARK CS#10,,15990 421ST AVENUE,CLARK,NORTH DAKOTA,ND,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,111867,,2013,U.S. EPA GHG Reporting Program,,4302
PCOR,1005957,1.10E+11,486210,,-104.391252,48.210457,NORTHERN BORDER PIPELINE CULBERTSON CS#3,,5444 ROAD 1016,CULBERTSON,MONTANA,MT,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,98850,,2013,U.S. EPA GHG Reporting Program,,4303
PCOR,1004908,1.10E+11,486210,,-96.80398,44.607374,NORTHERN BORDER PIPELINE ESTELLINE CS#11,,18743 470TH AVENUE,ESTELLINE,NORTH DAKOTA,ND,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,113228,,2013,U.S. EPA GHG Reporting Program,,4304
PCOR,1006368,1.10E+11,486210,,-95.7726,44.2343,NORTHERN BORDER PIPELINE GARVIN CS#12,,1270 260TH AVENUE,GARVIN,MINNESOTA,MN,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,109916,,2013,U.S. EPA GHG Reporting Program,,4305
SECARB,1007505,1.10E+11,221112,,-96.48762724,31.18173369,OAK GROVE,,8127 OAK GROVE ROAD,FRANKLIN,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,11883085,,2013,U.S. EPA GHG Reporting Program,,4306
PCOR,1004784,1.10E+11,486210,,-106.683428,48.632059,NORTHERN BORDER PIPELINE GLASGOW CS#1,,150 COMPRESSOR STATION ROAD,GLASGOW,MONTANA,MT,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,18860,,2013,U.S. EPA GHG Reporting Program,,4307
